Model,T_max,Uncensored Reduction,5Fold - c-index,5Fold - iBrier,5Fold - AUROC,5Fold - LogRank,Hold-out - c-index,Hold-out - iBrier,Hold-out - AUROC,Hold-out - LogRank
MDN $_{LogRank}$,0.25,0.25,0.6923 ± 0.0746,0.4582 ± 0.1303,0.7637 ± 0.0956,0.7941 ± 0.0633,0.6479,0.3343,0.7152,0.5427
MDN ,1.0,1.0,0.6788 ± 0.0458,0.1441 ± 0.0100,0.7555 ± 0.0706,0.5126 ± 0.1656,0.6895,0.1198,0.6982,0.8906
MDN ,1.0,0.75,0.6036 ± 0.0532,0.2608 ± 0.0585,0.6557 ± 0.0751,0.4238 ± 0.1181,0.6435,0.1880,0.6711,0.4183
MDN ,1.0,0.5,0.5309 ± 0.1508,0.6321 ± 0.3182,0.6835 ± 0.0927,0.4284 ± 0.0705,0.6247,0.4830,0.6928,0.3908
MDN ,1.0,0.25,0.5533 ± 0.1419,1.0634 ± 0.6656,0.7449 ± 0.0760,0.5448 ± 0.1908,0.7059,1.4621,0.6920,0.4016
MDN ,0.75,1.0,0.6784 ± 0.0612,0.1495 ± 0.0133,0.7339 ± 0.0816,0.4931 ± 0.1065,0.6661,0.1217,0.6855,0.8040
MDN ,0.75,0.75,0.6416 ± 0.0711,0.2503 ± 0.0572,0.7141 ± 0.0662,0.4799 ± 0.0584,0.6746,0.1757,0.6903,0.4898
MDN ,0.75,0.5,0.5476 ± 0.1131,0.5359 ± 0.1874,0.6473 ± 0.0643,0.5549 ± 0.1910,0.7937,0.4666,0.7429,0.5250
MDN ,0.75,0.25,0.4844 ± 0.1192,1.0425 ± 0.5622,0.6238 ± 0.0896,0.4415 ± 0.1145,0.8167,0.7790,0.7114,0.5641
MDN ,0.5,1.0,0.7212 ± 0.0601,0.1364 ± 0.0163,0.8204 ± 0.0901,0.5251 ± 0.1628,0.6758,0.1185,0.7194,0.8318
MDN ,0.5,0.75,0.6667 ± 0.0595,0.2363 ± 0.0491,0.7179 ± 0.0660,0.4719 ± 0.0933,0.6754,0.1711,0.7173,0.3005
MDN ,0.5,0.5,0.5984 ± 0.1084,0.4442 ± 0.1231,0.6635 ± 0.0689,0.5470 ± 0.1788,0.6621,0.3583,0.7070,0.6618
MDN ,0.5,0.25,0.4989 ± 0.1151,0.7993 ± 0.3137,0.6377 ± 0.1100,0.5072 ± 0.1559,0.6472,0.5566,0.7042,0.6835
MDN ,0.25,1.0,0.7044 ± 0.0467,0.1479 ± 0.0177,0.7980 ± 0.0785,0.6060 ± 0.2134,0.6890,0.1201,0.7550,0.7868
MDN ,0.25,0.75,0.7017 ± 0.0559,0.2120 ± 0.0267,0.7542 ± 0.0813,0.6085 ± 0.1807,0.6512,0.1781,0.7220,0.9385
MDN ,0.25,0.5,0.6391 ± 0.0387,0.3230 ± 0.0592,0.6704 ± 0.0358,0.6981 ± 0.1284,0.6359,0.2536,0.7182,0.9548
MDN ,0.25,0.25,0.6833 ± 0.0403,0.4520 ± 0.1235,0.7183 ± 0.0585,0.6984 ± 0.1099,0.6475,0.3491,0.7442,0.7027
